name,scientificName,barcode
"BrandMed_539","GenericMed_539","01-AA0-539"
"BrandMed_540","GenericMed_540","01-AA0-540"
"BrandMed_541","GenericMed_541","01-AA0-541"
"BrandMed_542","GenericMed_542","01-AA0-542"
"BrandMed_543","GenericMed_543","01-AA0-543"
"BrandMed_544","GenericMed_544","01-AA0-544"
"BrandMed_545","GenericMed_545","01-AA0-545"
"BrandMed_546","GenericMed_546","01-AA0-546"
"BrandMed_547","GenericMed_547","01-AA0-547"
"BrandMed_548","GenericMed_548","01-AA0-548"
"BrandMed_549","GenericMed_549","01-AA0-549"
"BrandMed_550","GenericMed_550","01-AA0-550"
"BrandMed_551","GenericMed_551","01-AA0-551"
"BrandMed_552","GenericMed_552","01-AA0-552"
"BrandMed_553","GenericMed_553","01-AA0-553"
"BrandMed_554","GenericMed_554","01-AA0-554"
"BrandMed_555","GenericMed_555","01-AA0-555"
"BrandMed_556","GenericMed_556","01-AA0-556"
"BrandMed_557","GenericMed_557","01-AA0-557"
"BrandMed_558","GenericMed_558","01-AA0-558"
"BrandMed_559","GenericMed_559","01-AA0-559"
"BrandMed_560","GenericMed_560","01-AA0-560"
"BrandMed_561","GenericMed_561","01-AA0-561"
"BrandMed_562","GenericMed_562","01-AA0-562"
"BrandMed_563","GenericMed_563","01-AA0-563"
"BrandMed_564","GenericMed_564","01-AA0-564"
"BrandMed_565","GenericMed_565","01-AA0-565"
"BrandMed_566","GenericMed_566","01-AA0-566"
"BrandMed_567","GenericMed_567","01-AA0-567"
"BrandMed_568","GenericMed_568","01-AA0-568"
"BrandMed_569","GenericMed_569","01-AA0-569"
"BrandMed_570","GenericMed_570","01-AA0-570"
"BrandMed_571","GenericMed_571","01-AA0-571"
"BrandMed_572","GenericMed_572","01-AA0-572"
"BrandMed_573","GenericMed_573","01-AA0-573"
"BrandMed_574","GenericMed_574","01-AA0-574"
"BrandMed_575","GenericMed_575","01-AA0-575"
"BrandMed_576","GenericMed_576","01-AA0-576"
"BrandMed_577","GenericMed_577","01-AA0-577"
"BrandMed_578","GenericMed_578","01-AA0-578"
"BrandMed_579","GenericMed_579","01-AA0-579"
"BrandMed_580","GenericMed_580","01-AA0-580"
"BrandMed_581","GenericMed_581","01-AA0-581"
"BrandMed_582","GenericMed_582","01-AA0-582"
"BrandMed_583","GenericMed_583","01-AA0-583"
"BrandMed_584","GenericMed_584","01-AA0-584"
"BrandMed_585","GenericMed_585","01-AA0-585"
"BrandMed_586","GenericMed_586","01-AA0-586"
"BrandMed_587","GenericMed_587","01-AA0-587"
"BrandMed_588","GenericMed_588","01-AA0-588"
"BrandMed_589","GenericMed_589","01-AA0-589"
"BrandMed_590","GenericMed_590","01-AA0-590"
"BrandMed_591","GenericMed_591","01-AA0-591"
"BrandMed_592","GenericMed_592","01-AA0-592"
"BrandMed_593","GenericMed_593","01-AA0-593"
"BrandMed_594","GenericMed_594","01-AA0-594"
"BrandMed_595","GenericMed_595","01-AA0-595"
"BrandMed_596","GenericMed_596","01-AA0-596"
"BrandMed_597","GenericMed_597","01-AA0-597"
"BrandMed_598","GenericMed_598","01-AA0-598"
"BrandMed_599","GenericMed_599","01-AA0-599"
"BrandMed_600","GenericMed_600","01-AA0-600"
"BrandMed_601","GenericMed_601","01-AA0-601"
"BrandMed_602","GenericMed_602","01-AA0-602"
